name,rating,reviews,category,hq,no_of_branches,salary,no_of_interviews,jobs
Sharda University,3.7,333,Education & Training ,Greater Noida,12,1.5k,21,50
Call 2 Connect,3.0,333,BPO ,Mumbai,16,940,15,3
Veeda Clinical Research,3.6,333,Clinical Research ,Ahmedabad,6,1.4k,11,15
DEN Networks,3.8,333,Broadcasting ,New Delhi,45,1.4k,13,--
DISYS,3.1,333,IT Services & Consulting ,Chennai,12,2.2k,27,--
Berkadia,3.9,333,Real Estate ,Hyderabad / Secunderabad,5,2.1k,28,--
TrueBlue,3.6,333,Recruitment ,Gurgaon / Gurugram,5,2k,28,2
ShopKirana,3.8,333,Software Product ,Indore,23,1.1k,16,2
BDO RISE Private Limited,3.5,333,Accounting & Auditing ,Bangalore / Bengaluru,8,2k,34,18
Acme Generics LLP,3.8,333,Pharma ,Baddi,22,1.2k,13,--
Suzuki,3.9,333,Automobile ,Ahmedabad,54,1.3k,37,--
Birla Cement,4.1,333,Building Material ,Satna,70,1.1k,25,--
Gtpl Broadband,3.8,333,Telecom ,Ahmedabad,46,1.4k,16,--
Shiash Info Solutions,3.0,333,IT Services & Consulting ,Chennai,9,260,29,--
Thrillophilia,3.7,332,Travel & Tourism ,Jaipur,7,808,27,23
Syncfusion,3.5,332,Software Product ,Chennai,5,1.8k,50,3
Ample Technologies,3.8,332,IT Services & Consulting ,Bangalore / Bengaluru,26,1.4k,24,32
Aarti Drugs,3.7,332,Pharma ,Mumbai,12,1.5k,21,6
Offshoot Agency,3.4,332,IT Services & Consulting ,New Delhi,22,1.1k,21,--
T&M Services consulting,3.9,332,Recruitment ,Mumbai,86,1.1k,22,7
Workcell Solutions,3.7,332,Pharma ,Mumbai,16,1k,24,17
Pegasystems,3.5,332,Software Product ,Hyderabad / Secunderabad,5,3k,30,31
Ambuja Neotia,3.9,333,Real Estate ,Kolkata,15,1.2k,14,2
Nyati Group,4.1,332,Real Estate ,Pune,16,1.3k,34,53
CEVA Logistics,3.8,331,Logistics ,Chennai,44,1.2k,12,15
Repco Home Finance,3.6,331,NBFC ,Chennai,86,992,16,1
Evolent Health International,4.0,332,Software Product ,Pune,4,1.7k,28,12
Evoke Technologies,3.6,330,IT Services & Consulting ,Hyderabad / Secunderabad,4,2.6k,23,10
Xanadu,3.5,330,Real Estate ,Mumbai,13,1.7k,29,--
Hindustan Foods,3.6,330,FMCG ,Hyderabad / Secunderabad,33,1.6k,29,3
Agarwal Packers and Movers Limited,3.4,330,Logistics ,New Delhi,42,1.5k,16,21
Agility,4.0,330,Logistics ,Chennai,37,1.3k,12,6
Yamaha Motor India Sales,4.0,330,Automobile ,Chennai,59,984,16,--
Paragon Footwear,3.9,330,Fashion & Textile ,Bangalore / Bengaluru,55,1.2k,17,1
Parksons Packaging,4.0,330,,Mumbai,24,1.4k,17,3
TVS Mobility,4.0,330,Automobile ,Chennai,65,1.3k,33,1
The Hershey Company,3.9,329,Food Processing ,Mumbai,58,1.1k,21,5
Europa Locks,3.6,329,Industrial Machinery ,Pune,39,1.5k,22,8
Axis Finance,3.6,329,NBFC ,Mumbai,69,1.8k,20,4
Amoli Organics,3.8,329,Pharma ,Vadodara,14,1.9k,15,--
International Game Technology,3.2,329,Gaming ,New Delhi,11,1.4k,26,--
Maxxis Rubber,3.2,329,Auto Components ,Ahmedabad,18,1.8k,25,1
Apcer Life Sciences,3.7,329,Pharma ,New Delhi,8,1.2k,23,--
VRB Consumer Products Private Limited,4.1,330,FMCG ,New Delhi,44,1.1k,20,8
TruBridge Healthcare Private Limited,4.1,329,Analytics & KPO ,Mumbai,5,403,105,3
Arzooo.com,2.5,328,Internet ,Bangalore / Bengaluru,42,1.2k,24,--
Cox & Kings,3.7,328,Travel & Tourism ,Mumbai,48,1.1k,6,--
Capital Small Finance Bank,3.7,328,Banking ,Jalandhar,62,1.3k,10,3
Mymd Healthcare,4.0,329,Internet ,Kolkata,17,327,20,--
Sunflag Iron and Steel,3.8,328,Iron & Steel ,Nagpur,14,1.2k,28,--
Hi Tech Projects,4.6,328,Engineering & Construction ,Ahmedabad,8,600,41,--
Peel-works,3.6,327,Software Product ,Bangalore / Bengaluru,26,667,9,--
Technicolor,3.7,327,Animation & VFX ,Bangalore / Bengaluru,10,2k,23,2
Debtcare Enterprises,4.2,327,Investment Banking / Venture Capital / Private Equity ,Hyderabad / Secunderabad,17,298,11,1
Enphase Energy,2.9,327,Power ,Bangalore / Bengaluru,11,2.6k,48,66
Dixit Infotech Services,4.0,327,IT Services & Consulting ,Mumbai,38,1.3k,24,13
Elentec Power India (EPI) Pvt. Ltd.,3.8,327,IT Services & Consulting ,Noida,19,1.4k,27,8
Universal Corporation,3.7,327,Pharma ,Kolkata,53,1.1k,17,--
Hollister Medical,4.1,328,Medical Equipment ,Rewari,9,1k,24,2
Yalamanchili Software Exports,3.2,326,Software Product ,Chennai,12,1.3k,17,5
Hitachi Hi-Rel Power Electronics,3.8,326,Electronics Manufacturing ,Ahmedabad,28,1.5k,21,5
63 Moons Technologies,3.6,326,IT Services & Consulting ,Mumbai,13,1.8k,28,11
Adient,4.0,326,Auto Components ,Pune,13,1.9k,20,3
Milkbasket,4.0,326,Internet ,Gurgaon / Gurugram,20,1.5k,21,--
Shree Baidyanath Ayurved Bhawan,3.5,326,Pharma ,Kolkata,40,1.1k,25,10
e-Zest,4.0,325,IT Services & Consulting ,Pune,6,3.4k,30,33
Urban Ladder,3.7,325,Furniture & Furnishing ,Bangalore / Bengaluru,28,1.4k,43,--
Toshiba Transmission & Distribution Systems,3.9,325,Electrical Equipment ,Hyderabad / Secunderabad,22,1.6k,22,3
PowerSchool India,3.5,325,EdTech ,Bangalore / Bengaluru,9,2.6k,45,19
Siemens Healthcare,4.1,325,Healthcare ,Bangalore / Bengaluru,24,2.1k,11,46
Fosroc India,4.3,325,Chemicals ,Bangalore / Bengaluru,43,1.3k,21,24
Nobel Hygiene,3.6,325,Healthcare ,Mumbai,76,1.1k,18,18
Actalent Services,3.6,325,IT Services & Consulting ,Bangalore / Bengaluru,8,1.6k,23,1
Carraro,4.0,324,Industrial Machinery ,Pune,5,1.4k,15,--
Synergies Castings,3.8,325,Auto Components ,Visakhapatnam,6,718,13,--
State Street Bank,3.7,326,Banking ,Bangalore / Bengaluru,13,2.7k,16,--
Thermax Babcock Wilcox Energy Solutions,4.1,324,Industrial Machinery ,Pune,32,1.6k,20,--
Artemis Health Institute,4.2,324,,Gurgaon / Gurugram,11,866,15,18
Zypp Electric,3.6,324,Internet ,Gurgaon / Gurugram,12,842,20,5
RedBus,4.0,323,Internet ,Bangalore / Bengaluru,19,1.9k,36,7
ANTOLIN,3.7,323,Auto Components ,Pune,15,1.6k,27,14
Expert Global Solutions,3.5,323,BPO ,Pune,11,1.9k,34,--
Prem Motors,3.9,323,Automobile ,Gwalior,18,1.1k,13,15
Jtekt Sona Automotive India,4.1,323,Auto Components ,Gurgaon / Gurugram,15,911,11,--
Rane Brake Lining,4.2,323,Auto Components ,Chennai,25,1.2k,19,--
Jtekt Sona Automotive India,4.1,323,Auto Components ,Gurgaon / Gurugram,15,911,11,--
Rane Brake Lining,4.2,323,Auto Components ,Chennai,25,1.2k,19,--
Expert Global Solutions,3.5,323,BPO ,Pune,11,1.9k,34,--
Concord Biotech,3.8,323,Pharma ,Ahmedabad,20,1.8k,19,--
Daimler Truck,3.7,323,Automobile ,Bangalore / Bengaluru,5,2.1k,38,--
Centre For Sight,3.9,322,Healthcare ,New Delhi,33,1.2k,16,23
The Phoenix Mills,3.9,322,Real Estate ,Mumbai,17,1.7k,23,--
Paradeep Phosphates,3.9,323,Agro Chemicals ,Paradip,40,1.2k,30,7
Arabian Industries,3.8,322,Oil & Gas ,Muscat,21,859,16,--
SRMB SRIJAN,3.5,322,Iron & Steel ,Kolkata,43,1.1k,30,117
Pranav Vikas India Private Limited,3.7,322,Automobile ,Faridabad,10,1.2k,27,1
Kokuyo Camlin,3.8,322,FMCG ,Mumbai,60,1.1k,24,--
Kerala State Electricity Board,4.3,322,Power ,Palakkad,30,1.3k,17,--
Endava,3.5,322,IT Services & Consulting ,Bangalore / Bengaluru,10,2.1k,24,2
Vedant Fashions,4.1,322,Fashion & Textile ,Kolkata,46,1.2k,22,--
Stellar Value Chain Solutions,3.5,322,Logistics ,Mumbai,39,1.4k,37,--
Rahee Group,4.1,321,Railways ,Kolkata,46,1k,29,9
SAEL Industries Limited,3.8,322,Power ,New Delhi,42,1.3k,33,27
Servion Global Solutions,3.5,322,IT Services & Consulting ,Chennai,13,2.4k,35,15
MSCI,3.9,322,Financial Services ,Mumbai,10,3k,54,168
OodlesTechnologies,3.2,321,IT Services & Consulting ,Gurgaon / Gurugram,11,1.5k,60,10
Medline Industries India Private Limited,3.9,321,Medical Equipment ,Pune,6,2.2k,43,--
Deenanath Mangeshkar Hospital,3.9,321,Healthcare ,Pune,8,922,16,22
CES,3.5,322,IT Services & Consulting ,Hyderabad / Secunderabad,14,2.3k,51,16
Hical Technologies,3.5,321,Auto Components ,Bangalore / Bengaluru,5,1.6k,22,9
AceMicromatic Group,4.1,321,Industrial Machinery ,Bangalore / Bengaluru,34,1.1k,18,12
A-1 Fence Products,4.1,322,Building Material ,Mumbai,19,899,50,--
Infocepts Technologies,3.4,321,IT Services & Consulting ,Nagpur,6,2.9k,38,19
RWS Group,3.7,321,IT Services & Consulting ,Indore,22,2.1k,29,15
Epsilon Carbon,3.7,322,Chemicals ,Ballari,17,1.6k,32,2
Planetcast,3.8,321,Media & Entertainment ,Noida,14,1.5k,26,--
Biz 2 Credit Info Services,3.7,321,Financial Services ,Noida,4,1.2k,27,26
Mitsubishi Electric Automotive India,4.4,321,Automobile ,Gurgaon / Gurugram,16,888,27,--
Silverlink Technologies,4.1,320,IT Services & Consulting ,Mumbai,16,351,14,28
Delhi Metro Rail Corporation,4.1,320,Logistics ,New Delhi,20,985,16,--
Uneecops Technologies,3.7,320,IT Services & Consulting ,Noida,20,1.9k,22,1
Aloha Technology,2.9,320,IT Services & Consulting ,Pune,9,1.9k,39,5
Jay Chemical Industries,3.9,320,Chemicals ,Ahmedabad,25,1.4k,19,2
TRL Krosaki Refractories,3.8,320,Metals & Mining ,Jharsuguda,20,1.5k,31,--
Danske IT,3.6,320,IT Services & Consulting ,Bangalore / Bengaluru,2,1.8k,19,--
Tutopia,4.3,320,,Kolkata,5,355,158,--
Vatika Group,4.2,319,Hospitality ,Gurgaon / Gurugram,14,1.3k,17,2
Glorious Insight,4.4,319,IT Services & Consulting ,Noida,5,220,4,1
Eaton India Innovation Center,3.9,319,Engineering & Construction ,Pune,2,2.1k,33,--
Escon Elevators,3.8,319,Industrial Machinery ,Mumbai,15,917,26,12
Indigo Paints,3.8,319,Chemicals ,Jodhpur,87,1.2k,27,--
Tata Digital,2.8,319,IT Services & Consulting ,Mumbai,9,1.7k,49,42
Schaeffer & Sam,3.4,319,,Mumbai,21,716,12,3
IFFCO Kisan Sanchar,3.6,318,Agro Chemicals ,New Delhi,71,745,25,--
DotPe,3.0,318,IT Services & Consulting ,Gurgaon / Gurugram,23,1.4k,42,--
ADNOC,4.4,318,Oil & Gas ,Abu Dhabi,15,848,28,--
Shakti Pumps,3.7,318,Industrial Machinery ,Indore,39,1.3k,30,32
Telesonic Networks,3.9,317,Telecom ,Chennai,45,845,8,--
InsanelyGood,4.1,317,Internet ,Bangalore / Bengaluru,26,1.4k,20,--
MDC Group of Companies,4.8,317,Pharma ,Mumbai,5,88,3,--
Subway,3.9,317,Hospitality ,New Delhi,60,781,22,--
Godrej Infotech,3.8,317,IT Services & Consulting ,Mumbai,17,1.9k,31,19
Akumentis Healthcare,3.5,317,Healthcare ,Mumbai,50,783,16,--
Smartworks,3.6,317,Real Estate ,Bangalore / Bengaluru,18,1.9k,37,65
Head Field Solutions,4.0,317,Recruitment ,Noida,4,1.2k,51,1
Akumentis Healthcare,3.5,317,Healthcare ,Mumbai,50,783,16,--
Smartworks,3.6,317,Real Estate ,Bangalore / Bengaluru,18,1.9k,37,65
Synokem Pharmaceuticals,3.8,318,Pharma ,Haridwar,16,1.3k,16,11
Vaibhav Global,3.1,317,Jewellery ,Jaipur,11,1.4k,23,190
Asti Electronics India,4.1,317,Auto Components ,Gurgaon / Gurugram,9,1.2k,22,--
Furukawa Minda Electric,4.1,317,Auto Components ,Bawal,14,954,6,--
New Opportunity Consultancy,4.2,317,Recruitment ,Coimbatore,127,899,8,1
Rama Medical College Hospital & Research Centre,3.8,317,Healthcare ,Kanpur,17,1.1k,23,--
Adroit Synergies,3.4,318,BPO ,Noida,6,1.1k,39,35
Qentelli,3.9,317,IT Services & Consulting ,Hyderabad / Secunderabad,4,1.6k,23,56
Fino Paytech,3.7,316,FinTech ,Mumbai,82,595,6,--
Bain & Company,3.9,316,Management Consulting ,Gurgaon / Gurugram,7,5k,112,79
Indifi Technologies,3.7,316,FinTech ,Gurgaon / Gurugram,12,1.7k,31,24
Mars,3.5,316,Food Processing ,Gurgaon / Gurugram,59,992,14,7
RSWM,4.1,316,Fashion & Textile ,Bhilwara,29,985,15,--
Nutricia,3.6,316,Fitness & Wellness ,Mumbai,65,623,21,--
Apisero,4.3,316,IT Services & Consulting ,Bangalore / Bengaluru,11,2.7k,66,--
Adani Logistics,3.8,317,,Ahmedabad,62,1.5k,11,--
Joyalukkas,4.1,316,Retail ,Bangalore / Bengaluru,64,858,29,2
Vini Cosmetics,4.0,316,Beauty & Personal Care ,Mumbai,87,750,13,--
Siti Networks,3.8,316,Media & Entertainment ,Noida,52,983,11,--
Integrated Wireless Solutions,3.7,315,Telecom ,Bangalore / Bengaluru,40,971,16,10
Sakthi Auto Components,3.1,315,Auto Components ,Erode,19,1k,10,--
Thyssenkrupp Industrial Solutions,4.1,315,Industrial Machinery ,Mumbai,23,1.3k,16,--
ITM Group of Institutions,3.5,315,Education & Training ,Mumbai,34,1.2k,21,--
Yara Fertilisers,3.8,315,Agro Chemicals ,Gurgaon / Gurugram,56,1k,20,--
McNROE,3.8,315,FMCG ,Kolkata,59,1.1k,17,--
L&T Defence,3.8,315,Defence & Aerospace ,Pune,20,1.8k,29,--
Roquette Riddhi Siddhi,3.9,315,,Rudrapur,17,1.2k,12,18
Pfizer Products India,4.0,315,Pharma ,Visakhapatnam,15,1.3k,10,--
JUSTO Realfintech,4.6,354,Real Estate ,Pune,11,588,85,19
"Ministry Of Health, New Delhi",4.1,315,Healthcare ,New Delhi,44,821,15,--
Clariant Chemicals,4.2,315,Chemicals ,Mumbai,18,1.6k,15,10
MapmyIndia,3.6,315,Software Product ,New Delhi,9,1.7k,26,1
MYCPE ONE,4.0,315,Recruitment ,Ahmedabad,21,980,24,20
Katerra,3.4,314,Engineering & Construction ,Bangalore / Bengaluru,18,1.9k,20,--
Ksb Pumps,4.0,314,Industrial Machinery ,Pune,27,1.2k,28,65
TIBCO Software,3.5,314,Software Product ,Pune,7,3.5k,46,28
Victora Tool Engineers,3.7,314,Auto Components ,Faridabad,14,1.2k,9,--
Lernx,3.9,314,,Hanumangarh,18,66,55,--
Ksb Pumps,4.0,314,Industrial Machinery ,Pune,27,1.2k,28,65
Mahindra Insurance Brokers,3.3,315,Insurance ,Mumbai,82,991,10,--
Parul University,3.4,314,,Vadodara,35,1k,25,21
Fluper,4.0,314,IT Services & Consulting ,Noida,4,558,22,--
Seth M R Jaipuria School,3.5,314,Education & Training ,Lucknow,44,833,25,4
Tega Industries,3.8,313,Industrial Machinery ,Kolkata,19,1.3k,25,3
Omax Autos,3.7,313,Auto Components ,Gurgaon / Gurugram,18,1k,11,--
Windlas Biotech,3.9,314,Pharma ,Dehradun,13,1.3k,25,--
VST Industries,3.8,313,FMCG ,Hyderabad / Secunderabad,78,925,15,--
MNC Group,4.1,313,Investment Banking / Venture Capital / Private Equity ,Bangalore / Bengaluru,50,1.7k,122,--
SOTC Travel Limited,4.0,313,Travel & Tourism ,Mumbai,33,1.2k,21,3
Mitra SK,3.9,313,Other ,Kolkata,46,950,13,8
Recipharm Pharmaservices,3.9,313,Pharma ,Bangalore / Bengaluru,6,1.5k,8,--
Bliss Gvs Pharma,4.1,313,Pharma ,Mumbai,10,1.5k,27,2
Kyndal India,3.8,313,,Bangalore / Bengaluru,11,3k,4,--
VKC Group,3.8,313,Fashion & Textile ,Kozhikode,44,1.2k,18,--
Captain Steel India Limited,4.3,313,Iron & Steel ,Kolkata,67,783,21,3
CANTABIL RETAIL INDIA,3.9,313,Retail ,New Delhi,88,971,25,5
Coding Ninjas,3.7,313,EdTech ,Gurgaon / Gurugram,12,1.3k,54,3
Al Tasnim Enterprises,3.5,312,Engineering & Construction ,Muscat,18,1.3k,14,--
Duroflex,4.0,312,Furniture & Furnishing ,Bangalore / Bengaluru,44,1.5k,24,9
Balaji Wafers,4.4,313,FMCG ,Indore,53,1k,24,--
Dorset Industries,4.3,312,Building Material ,Gurgaon / Gurugram,47,864,58,1
convergys india services,3.3,312,,Gurgaon / Gurugram,11,1k,25,--
AVASOFT,2.7,312,Software Product ,Chennai,7,1.4k,177,--
BYJU'S Exam Prep,3.7,311,EdTech ,Noida,26,1.1k,25,--
Competent Software,3.8,311,IT Services & Consulting ,New Delhi,9,585,7,--
Hays Business Solutions,3.4,311,Recruitment ,Noida,11,1.8k,21,14
ETA Engineering,3.3,311,Engineering & Construction ,New Delhi,24,806,9,1
Globtier Infotech Limited,3.4,311,IT Services & Consulting ,Noida,37,1.8k,19,12
Yellow Diamond,4.2,311,FMCG ,Indore,74,908,22,--
NCSI Technologies Pvt Ltd,3.5,311,IT Services & Consulting ,Pune,5,1.5k,40,62
Harjai Computers,3.5,310,Recruitment ,Mumbai,15,1.6k,34,--
Zf Wind Power,4.2,310,,Coimbatore,8,1.4k,18,--
Sata Vikas India,3.8,311,Auto Components ,Palwal,16,921,28,--
B S R & Co Llp,3.2,310,Accounting & Auditing ,Mumbai,21,3.5k,24,107
Minda Kosei Aluminum Wheel,4.1,310,Auto Components ,Ahmedabad,15,998,20,--
Protiviti India Member,3.0,310,Management Consulting ,Mumbai,25,1.5k,35,112
Zydex Industries,3.8,310,Chemicals ,Vadodara,65,1k,22,14
Markelytics Solutions,4.7,310,Analytics & KPO ,Bangalore / Bengaluru,5,358,2,7
Health India Tpa Services,3.2,310,Insurance ,Mumbai,32,1.3k,22,7
Zydex Industries,3.8,310,Chemicals ,Vadodara,65,1k,22,14
Sj Contracts,4.2,311,Engineering & Construction ,Pune,8,1.1k,21,16
Protiviti India Member,3.0,310,Management Consulting ,Mumbai,25,1.5k,35,112
Sri Sri Tattva,3.5,310,FMCG ,Bangalore / Bengaluru,53,1.1k,15,4
TMEIC,3.8,309,,Bangalore / Bengaluru,9,1.5k,20,7
KnowledgeHut,4.4,309,EdTech ,Bangalore / Bengaluru,19,814,12,--
1K Networks,3.2,309,Retail ,Gurgaon / Gurugram,21,1.2k,25,--
N Ranga Rao And Sons,3.9,309,FMCG ,Mysuru / Mysore,68,902,10,1
Técnicas Reunidas,3.9,309,Engineering & Construction ,Bangalore / Bengaluru,20,1.4k,28,--
NXP Semiconductors,3.7,309,Semiconductors ,Bangalore / Bengaluru,12,2.3k,46,36
Gujarat Alkalies & Chemicals,4.6,309,Chemicals ,Bharuch,14,1.4k,24,--
Nabard Financial Services,4.1,309,NBFC ,Bangalore / Bengaluru,118,822,19,4
Lauritz Knudsen Electrical & Automation,4.2,309,,Mumbai,64,1.4k,16,--
You Broadband,4.0,308,Telecom ,Pune,29,981,13,--
Khimji Ramdas,3.6,308,Retail ,Ahmedabad,32,839,14,4
NTT Global Data Centers and Cloud Infrastructure,4.0,308,IT Services & Consulting ,Mumbai,14,1.8k,26,1
National Highways Authority of India,4.0,308,Engineering & Construction ,New Delhi,145,1.1k,23,--
Prism Cement,3.7,308,Building Material ,Satna,54,733,18,--
Telecom Network Solutions,4.0,308,Telecom ,Noida,50,1.1k,13,11
Auro Realty Private Limited,4.3,309,Real Estate ,Hyderabad / Secunderabad,24,1.4k,24,16
Sir H. N. Reliance Foundation Hospital and Research,3.7,308,Healthcare ,Mumbai,9,1k,19,21
Bellsonica Auto Component,4.0,308,Auto Components ,Gurgaon / Gurugram,13,1.2k,19,4
Sterling Tools,3.5,308,Automobile ,Faridabad,12,1.1k,16,4
CareEdge Ratings,3.1,307,Financial Services ,Mumbai,20,1.7k,18,4
Gammon Engineers And Contractors,3.9,307,Engineering & Construction ,Mumbai,40,1.1k,21,--
Sub-K IMPACT Solutions,3.9,307,Financial Services ,Hyderabad / Secunderabad,104,849,27,--
Oceaneering International,4.0,307,Engineering & Construction ,Chandigarh,9,1.8k,41,12
Adama,4.0,307,Agro Chemicals ,Hyderabad / Secunderabad,61,962,16,--
Halliburton,3.7,307,Engineering & Construction ,Bangalore / Bengaluru,24,1.3k,32,52
Entab Infotech,3.3,307,EdTech ,New Delhi,12,1.1k,30,7
SYSTRA,4.0,307,Engineering & Construction ,New Delhi,41,1.2k,26,--
Novel Office,4.1,307,Real Estate ,Bangalore / Bengaluru,14,631,68,30
Welspun Transformation Services Limited,3.9,307,IT Services & Consulting ,Ahmedabad,9,634,27,--
L&T–MHI Power Boilers,3.9,307,Industrial Machinery ,Surat,21,1.4k,10,--
Labcorp,4.0,307,Healthcare ,Bangalore / Bengaluru,10,2.1k,43,9
Global Aluminium,3.9,306,Metals & Mining ,Hyderabad / Secunderabad,17,826,17,7
Kuwait National Petroleum Company,4.4,306,Oil & Gas ,Chennai,17,1k,20,--
Lanco Infratech,4.5,306,Engineering & Construction ,Gurgaon / Gurugram,31,650,3,--
Halonix Technologies,4.0,306,Electrical Equipment ,Noida,48,1.2k,15,1
Richa Global Export,4.0,306,Fashion & Textile ,Gurgaon / Gurugram,10,1.3k,14,1
ACB (India),3.6,306,Oil & Gas ,Korba,26,1.4k,15,1
Ircon International,3.8,306,Engineering & Construction ,New Delhi,52,921,26,--
Utkarsh India,3.9,306,Iron & Steel ,Kolkata,18,1.1k,42,6
Diya Systems,3.4,305,BPO ,Mangaluru,8,1.2k,23,--
MTR Foods,3.9,305,FMCG ,Bangalore / Bengaluru,41,1.1k,24,--
Oil India,4.3,305,Oil & Gas ,Duliajan,42,802,21,--
Jorie Healthcare,4.3,305,Healthcare ,Mohali,7,387,9,5
Airtel DTH Services,4.0,305,Telecom ,Gurgaon / Gurugram,108,880,21,--
Multiplier Brand Solutions,3.7,305,Marketing & Advertising ,New Delhi,68,838,11,--
Western Digital,3.4,305,Consumer Electronics & Appliances ,Bangalore / Bengaluru,10,2.9k,51,10
EPIQ Systems,3.6,305,Legal ,Hyderabad / Secunderabad,11,1.8k,15,27
Emami Paper Mills,4.1,305,Pulp & Paper ,Balasore,9,790,22,--
Lumino Industries,3.8,305,Electrical Equipment ,Kolkata,40,924,17,--
Harsha Engineers,3.9,305,Auto Components ,Ahmedabad,8,1.6k,29,4
METRO Global Solutions Center,3.3,305,IT Services & Consulting ,Pune,8,1.3k,16,--
CK Birla Group,4.1,305,Building Material ,Hyderabad / Secunderabad,53,1.3k,17,--
Hitech Digital Solutions,3.8,305,IT Services & Consulting ,Ahmedabad,18,1.5k,30,7
Boehringer-Ingelheim,4.0,305,Pharma ,Mumbai,52,992,12,4
TMF Group,3.8,304,Financial Services ,Pune,10,1.7k,23,27
Ujjivan Financial Services,4.4,304,,Bangalore / Bengaluru,111,634,6,--
INOX Air Products,4.0,304,Oil & Gas ,Pune,53,1.6k,21,--
Robosoft Technologies,3.4,304,IT Services & Consulting ,Bangalore / Bengaluru,12,2k,45,7
Lalitha Jewellery,3.9,305,Jewellery ,Chennai,40,933,18,4
Resurgent India,4.3,304,Investment Banking / Venture Capital / Private Equity ,Gurgaon / Gurugram,10,500,3,15
Awign Enterprises,3.7,304,Internet ,Bangalore / Bengaluru,40,1k,37,67
CESC,3.8,306,Power ,Kolkata,15,1.4k,29,1
Hygienic Research Institute,3.9,304,Beauty & Personal Care ,Mumbai,54,1.1k,15,--
Muthoot Housing Finance Company,3.9,304,NBFC ,Mumbai,94,1.1k,26,13
Zuari Cement,4.3,304,Building Material ,Kadapa,40,1.2k,18,1
Valvoline Cummins,4.1,304,Auto Components ,Gurgaon / Gurugram,57,1.3k,12,5
Sedemac Mechatronics,4.0,305,Emerging Technologies ,Pune,7,1.3k,27,1
Maharashtra Hybrid Seed Company,4.2,304,Agriculture ,Aurangabad,65,816,6,--
Sheraton Hotels and Resorts,4.1,304,Hospitality ,Bangalore / Bengaluru,23,668,10,--
Nissin Brake,4.1,303,Auto Components ,Neemrana,12,966,12,--
Cygnet Infotech,3.5,303,IT Services & Consulting ,Ahmedabad,12,2.1k,19,--
ISMT,3.8,303,Iron & Steel ,Pune,6,1.2k,18,--
Data-Core Systems,3.1,303,IT Services & Consulting ,Kolkata,8,1k,19,6
Essar Projects India,3.7,303,Engineering & Construction ,Surat,41,744,9,--
Bluechip Corporate Investment Centre,3.9,303,Accounting & Auditing ,Mumbai,93,970,11,7
Data-Core Systems,3.1,303,IT Services & Consulting ,Kolkata,8,1k,19,6
SMS Group,4.0,303,Industrial Machinery ,Gurgaon / Gurugram,21,1.5k,28,--
Sandvik Mining and Rock Technology,4.2,303,Industrial Machinery ,Udaipur,29,1.4k,27,--
Vasan Eye Care Hospitals,3.8,303,Healthcare ,Chennai,71,650,5,--
Somic ZF Components,4.1,304,Auto Components ,Gurgaon / Gurugram,17,1.1k,14,1
TCI Supply Chain Solutions,4.0,303,Logistics ,Gurgaon / Gurugram,52,793,16,--
Mirza International,3.5,303,Fashion & Textile ,New Delhi,32,1.1k,9,3
Signode,3.9,303,,Hyderabad / Secunderabad,38,1.4k,20,--
DSV - Global Transport and Logistics,3.9,303,Logistics ,Mumbai,34,1.4k,14,1
GTPL-KCBPL,4.0,303,Telecom ,Kolkata,33,435,35,--
Gyproc,4.1,302,,Mumbai,38,976,14,--
Rashtriya Chemicals and Fertilizers,4.3,303,Agro Chemicals ,Mumbai,31,832,13,--
CMA CGM Global Business Services,3.9,302,Logistics ,Chennai,8,1.5k,23,--
Aeronautical Development Agency,4.3,302,Defence & Aerospace ,Bangalore / Bengaluru,8,1.7k,18,--
IIT Bombay,4.5,302,Education & Training ,Mumbai,10,1.7k,29,5
Phenom,3.8,302,Software Product ,Hyderabad / Secunderabad,3,1.9k,47,14
eMudhra,3.7,302,Software Product ,Bangalore / Bengaluru,15,1.6k,17,--
Technosoft Engineering Projects Limited,3.8,302,Industrial Automation ,Mumbai,5,1.2k,31,18
Ubisoft Entertainment,3.8,302,Gaming ,Pune,7,1.8k,37,18
